,posteam_type,yardline_100,quarter_seconds_remaining,half_seconds_remaining,game_seconds_remaining,drive,qtr,goal_to_go,ydstogo,desc,shotgun,no_huddle,qb_dropback,qb_scramble,posteam_timeouts_remaining,defteam_timeouts_remaining,score_differential,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,penalty,pass,run,4th_down_conversion,scoring_prob
30117,1.0,93.0,116.0,116.0,116.0,19,4,0.0,4,(1:56) (Shotgun) V.Young pass short left to K.Britt to TEN 17 for 10 yards (B.McFadden).,1,0,1.0,0,2.0,3.0,-4.0,0.7038645587530988,0.11849154727189096,0.007790639864599127,0.0812103744229081,0.01816418929802702,0.0005873194415795995,0.0698913709478963,0.0,1,0,1.0,0.0012695200921962145
30124,1.0,44.0,43.0,43.0,43.0,19,4,0.0,4,(:43) (Shotgun) V.Young pass short left to L.Hawkins pushed ob at ARI 31 for 13 yards (M.Adams).,1,0,1.0,0,2.0,3.0,-4.0,0.6201803805802312,0.04575216832429354,0.000933595114569801,0.03315089160913568,0.2179080158977393,0.0009233200520727393,0.08115162842195787,0.0,1,0,1.0,0.01768359033629943
30135,1.0,10.0,6.0,6.0,6.0,19,4,1.0,10,"(:06) (Shotgun) V.Young pass short middle to K.Britt for 10 yards, TOUCHDOWN.",1,0,1.0,0,0.0,1.0,-4.0,0.20250486624003144,0.007742545501047659,6.340732370229877e-05,0.004295834937466496,0.7411260369335595,0.0004427130899959709,0.04382459597419658,0.0,1,0,1.0,0.03247954913457073
30450,1.0,54.0,211.0,211.0,211.0,20,4,0.0,5,(3:31) (Shotgun) J.Flacco pass short middle to R.Rice to PIT 10 for 44 yards (W.Gay).,1,0,1.0,0,1.0,3.0,-3.0,0.4327421902933215,0.10958154831802093,0.0015008917934742011,0.15847089414478507,0.15086542567333108,0.0034473586610779643,0.14339169111598934,0.0,1,0,1.0,0.02163284851823254
30510,0.0,36.0,455.0,1355.0,3155.0,2,1,0.0,1,(7:35) S.Morris left guard to NO 33 for 3 yards (T.Hargrove).,0,0,0.0,0,3.0,3.0,-3.0,0.005395312945921223,0.11009031215414583,0.0008556242166476536,0.17658708431034567,0.4164327681829123,0.005795048411239621,0.2848438497787877,0.0,0,1,1.0,0.11861831286325819
30516,0.0,4.0,219.0,1119.0,2919.0,2,1,0.0,1,"(3:39) L.Maroney right guard for 4 yards, TOUCHDOWN.",0,0,0.0,0,3.0,3.0,-3.0,0.0040579358124639186,0.022483609096053462,8.116326531197982e-05,0.03713268394905913,0.8118099710351623,0.0029577318582989552,0.1214769049836501,0.0,0,1,1.0,0.09861616271621815
30531,1.0,21.0,818.0,818.0,2618.0,5,2,0.0,2,(13:38) P.Thomas right guard to NE 18 for 3 yards (J.Mayo).,0,0,0.0,0,3.0,3.0,-4.0,0.026908099442841074,0.05418965361302947,0.0003121908122502878,0.0852694513024445,0.6544741948425957,0.00438577578311755,0.17446063420372135,0.0,0,1,1.0,0.11417998310220914
30608,0.0,10.0,252.0,1152.0,1152.0,15,3,0.0,4,(4:12) (Shotgun) T.Brady pass incomplete short left to R.Moss (M.McKenzie).,1,0,1.0,0,2.0,2.0,-14.0,0.004147434432463429,0.029590454013622893,0.0001407970110928869,0.0469839587427078,0.8157628469703109,0.0032981055431792715,0.10007640328662276,0.0,1,0,0.0,0.08163861165964437
30899,1.0,39.0,241.0,241.0,2041.0,13,2,0.0,4,(4:01) (Shotgun) C.Redman pass short right to T.Gonzalez to PHI 33 for 6 yards (D.Patterson).,1,0,1.0,0,3.0,1.0,-13.0,0.3331961480290579,0.08036597001871021,0.000753695738188756,0.11909118668224634,0.3080731451830104,0.003883062175001447,0.15463679217378487,0.0,1,0,1.0,0.04763944292598943
30910,1.0,2.0,21.0,21.0,1821.0,13,2,1.0,2,(:21) J.Snelling right tackle to PHI 1 for 1 yard (Q.Mikell).,0,0,0.0,0,2.0,0.0,-13.0,0.2376147953514622,0.011855666036974013,0.0009098512083834467,0.007924668539066655,0.6185103172559034,0.0018550352827437766,0.12132966632546635,0.0,0,1,0.0,0.0750436504115171
30919,0.0,46.0,750.0,1650.0,1650.0,15,3,0.0,1,(12:30) E.Buckley left guard to ATL 45 for 1 yard (T.Johnson).,0,0,0.0,0,3.0,3.0,13.0,0.0020354709227922807,0.15331134445898553,0.0015191020546287725,0.2457310222122263,0.2825313493416541,0.006068338840239145,0.3088033721694739,0.0,0,1,1.0,0.08724663342029446
30935,1.0,32.0,359.0,1259.0,1259.0,16,3,0.0,2,(5:59) (Shotgun) C.Redman pass short left to T.Gonzalez ran ob at PHI 27 for 5 yards.,1,0,1.0,0,3.0,3.0,-20.0,0.006956415896961989,0.09458019033741608,0.000712967168476359,0.14936078867738084,0.514068455877494,0.005597542079390776,0.22872363996287995,0.0,1,0,1.0,0.11757960841839757
30940,1.0,22.0,233.0,1133.0,1133.0,16,3,0.0,5,"(3:53) (Shotgun) C.Redman pass short left intended for M.Booker INTERCEPTED by S.Brown at PHI 17. S.Brown for 83 yards, TOUCHDOWN.",1,0,1.0,0,3.0,3.0,-20.0,0.0075624260427658435,0.057347914820108835,0.00037105228509962855,0.08921827001081656,0.7000678034655224,0.004535695797401515,0.14089683757828528,0.0,1,0,0.0,0.09863733959866866
31059,0.0,6.0,120.0,120.0,1920.0,7,2,0.0,1,(2:00) M.LeVoir reported in as eligible.  S.Morris left guard to MIA 6 for no gain (J.Porter).,0,0,0.0,0,1.0,2.0,7.0,0.1962515056753729,0.019216431389840687,7.170514620453373e-05,0.030485908734627712,0.6427727670568943,0.002374840548880695,0.10882684144817922,0.0,0,1,0.0,0.06995093000770808
31106,1.0,9.0,296.0,1196.0,1196.0,14,3,0.0,1,(4:56) L.Polite up the middle to NE 7 for 2 yards (A.Thomas).,0,0,0.0,0,1.0,3.0,-8.0,0.003790046005780917,0.030300060282030968,0.00012337554768669868,0.04988986724199258,0.7670606005848603,0.003455192261417004,0.1453808580762316,0.0,0,1,1.0,0.11151592830949655
31148,1.0,39.0,290.0,290.0,290.0,20,4,0.0,2,(4:50) (Shotgun) C.Henne pass incomplete short middle to D.Bess (D.Butler).,1,0,1.0,0,1.0,3.0,-2.0,0.29436744637551204,0.08432207189774586,0.0007406084790628113,0.12729735720353086,0.2985767196027769,0.00406291865966448,0.19063287778170707,0.0,1,0,0.0,0.056918539296499183
31159,1.0,41.0,129.0,129.0,129.0,22,4,0.0,6,(2:09) (Shotgun) C.Henne pass short right to G.Camarillo to NE 28 for 13 yards (D.Butler).,1,0,1.0,0,1.0,2.0,-2.0,0.4494388927491676,0.07140606711624947,0.0007289696352984101,0.10409165249389107,0.2505844010527997,0.0032618289250004144,0.12048818802759345,0.0,1,0,1.0,0.030192460430831618
31280,0.0,43.0,566.0,1466.0,1466.0,13,3,0.0,1,"(9:26) Z.Strief reported in as eligible.  M.Bell right tackle to WAS 43 for no gain (A.Haynesworth, R.McIntosh).",0,0,0.0,0,3.0,3.0,-4.0,0.004038243557498086,0.1394770207384631,0.0012831159075181856,0.22279994355185648,0.3208683820806416,0.0060107425234134535,0.30552255164060904,0.0,0,1,0.0,0.0980325268340715
31379,0.0,49.0,688.0,1588.0,3388.0,2,1,0.0,1,"(11:28) B.Gradkowski pass short right to J.Fargas to PIT 39 for 10 yards (T.Carter, L.Timmons).",0,0,1.0,0,3.0,3.0,-3.0,0.002732615278960316,0.16526615573887327,0.0017574600637608206,0.26332819827781484,0.2478261027434547,0.00600065691825447,0.3130888109788815,0.0,1,0,1.0,0.07759157983747836
31399,1.0,5.0,88.0,988.0,2788.0,5,1,0.0,1,(1:28) B.Roethlisberger up the middle to OAK 5 for no gain (S.Williams; R.Seymour). Official measurement.,0,0,0.0,0,3.0,3.0,0.0,0.007173791807814498,0.02360108333744737,8.708736063001222e-05,0.038739175751916786,0.8011766519745688,0.0030149780379746718,0.12620723172964787,0.0,0,1,0.0,0.10111428737213785
31494,0.0,48.0,771.0,771.0,771.0,18,4,0.0,1,(12:51) B.Gradkowski up the middle to PIT 46 for 2 yards (N.Eason).,0,0,0.0,0,2.0,2.0,-4.0,0.06748482080320202,0.14624279271550164,0.0015004878261802679,0.2261880665234727,0.2477677719813965,0.005441361657556653,0.3053746984926902,0.0,0,1,1.0,0.07566200866502458
31640,1.0,72.0,848.0,1748.0,1748.0,14,3,0.0,8,(14:08) (Punt formation) B.Croyle pass incomplete short left to T.Gafford.,0,0,1.0,0,3.0,3.0,-8.0,0.0017335139245464742,0.2790856551370532,0.006282214180870657,0.4139843923229299,0.10401041091595764,0.005293805551649124,0.18961000796699296,0.0,1,0,0.0,0.01972141484242494
31699,0.0,18.0,731.0,731.0,731.0,26,4,0.0,1,"(12:11) K.Moreno left end for 18 yards, TOUCHDOWN.",0,0,0.0,0,2.0,2.0,20.0,0.03502166189091623,0.04667820780595144,0.00023398958321895342,0.07470988098734938,0.6480789352478435,0.004102761953874452,0.1911745625308461,0.0,0,1,1.0,0.12389620693146303
31722,1.0,13.0,373.0,373.0,373.0,29,4,0.0,10,(6:13) B.Croyle pass short middle to T.Castille to DEN 5 for 8 yards (D.McBath) [L.Paxton].,0,0,1.0,0,1.0,2.0,-30.0,0.09003515645691805,0.02906310505745925,0.0001603167883812114,0.04366896042695685,0.7547863733097154,0.0029724012417706646,0.07931368671879853,0.0,1,0,0.0,0.059864889952304885
31868,0.0,3.0,610.0,610.0,610.0,18,4,1.0,3,(10:10) (Shotgun) J.Freeman pass short middle intended for M.Stovall INTERCEPTED by C.Harris at CAR 0. Touchback.,1,0,1.0,0,1.0,1.0,-7.0,0.026109528556215626,0.020663151060492376,0.00045875720822487697,0.027228687745195608,0.7458258695756592,0.0053694601647860715,0.1743445456894263,0.0,1,0,0.0,0.13003067239458962
31898,0.0,39.0,51.0,51.0,51.0,22,4,0.0,6,"(:51) (No Huddle, Shotgun) J.Freeman pass short right to M.Stovall to CAR 24 for 15 yards (C.Gamble).",1,1,1.0,0,1.0,1.0,-10.0,0.5619185694245898,0.04122183075448243,0.0007761769728850974,0.029763255903863008,0.291212300232156,0.0009618147260521805,0.07414605198597142,0.0,1,0,1.0,0.021592242351967755
31964,1.0,10.0,455.0,455.0,2255.0,11,2,0.0,4,(7:35) (Field Goal formation) B.Maynard pass short middle to G.Olsen to STL 10 for no gain (D.Roach).,0,0,1.0,0,1.0,3.0,10.0,0.06344589192200031,0.02669212974854161,0.00012571973965757444,0.041278020342727546,0.7692540389239444,0.0029643928504157497,0.0962398064727128,0.0,1,0,0.0,0.07403285983439309
32066,0.0,41.0,22.0,22.0,22.0,26,4,0.0,10,(:22) (Shotgun) K.Boller pass incomplete deep left to B.Gibson.,1,0,1.0,0,1.0,3.0,-8.0,0.6004862236624321,0.040816262877626346,0.0008460956432607832,0.02900817670733908,0.2656383984459431,0.0009011705569924607,0.06230367210640611,0.0,1,0,0.0,0.016550247675646897
32210,1.0,15.0,583.0,583.0,583.0,19,4,0.0,1,(9:43) C.Benson right tackle to DET 8 for 7 yards (J.Dizon; M.White).,0,0,0.0,0,3.0,3.0,12.0,0.0546997558996932,0.0386956015570497,0.00018018676769214085,0.06180793335115641,0.6691318949453555,0.0037036869839215617,0.17178094049513148,0.0,0,1,1.0,0.11494410622900268
32226,0.0,28.0,221.0,221.0,221.0,22,4,0.0,3,(3:41) (Shotgun) M.Stafford pass incomplete short left to D.Northcutt [Dh.Jones]. DET-M.Stafford was injured during the play.,1,0,1.0,0,3.0,3.0,-15.0,0.2786099070825848,0.05441085288403726,0.0003817391369159914,0.0822000895158309,0.437157433348115,0.0035984650219098775,0.14364151301060607,0.0,1,0,0.0,0.06279395514995642
32381,0.0,2.0,65.0,965.0,965.0,14,3,1.0,2,(1:05) V.Young pass incomplete short left to K.Britt (J.Powers).,0,0,1.0,0,2.0,2.0,-14.0,0.006925716976520972,0.02467396595945316,0.0009912801579056963,0.034490415611606214,0.6961100943595424,0.008040080645322441,0.2287684462896493,0.0,1,0,0.0,0.15924802473317368
32396,0.0,14.0,641.0,641.0,641.0,16,4,0.0,5,(10:41) (Shotgun) V.Young pass incomplete short right to L.Hawkins.,1,0,1.0,0,2.0,2.0,-14.0,0.03676909547903758,0.03467818524191728,0.00018406317020138246,0.05346158775071508,0.7648932030715403,0.003440800434466137,0.1065730648521222,0.0,1,0,0.0,0.08151701293589074
32427,0.0,66.0,65.0,65.0,65.0,19,4,0.0,10,(1:05) (Shotgun) V.Young pass incomplete deep right to N.Washington.,1,0,1.0,0,0.0,2.0,-10.0,0.7163145831897995,0.07592652176106708,0.00285937265261158,0.052462517106528384,0.08556529428289195,0.0008189952440486683,0.06605271576305284,0.0,1,0,0.0,0.005651820062449832
32447,1.0,9.0,516.0,1416.0,3216.0,3,1,0.0,1,(8:36) D.Garrard up the middle to HOU 7 for 2 yards (A.Smith).,0,0,0.0,0,3.0,3.0,3.0,0.0015752112141793533,0.030773813077747326,0.00012570788722720581,0.05109379060959502,0.7682167923453019,0.003513197432536345,0.14470148743341252,0.0,0,1,1.0,0.11116211252369018
32451,1.0,1.0,363.0,1263.0,3063.0,3,1,1.0,1,(6:03) M.Jones-Drew up the middle to HOU 1 for no gain (X.Adibi; D.Ryans).,0,0,0.0,0,2.0,3.0,3.0,0.0023182517757595338,0.03107466913858925,0.00348398523301028,0.0474496274138459,0.5583241606048581,0.014585735907389904,0.3427635699265469,0.0,0,1,0.0,0.19137318246516388
32580,0.0,42.0,379.0,379.0,379.0,22,4,0.0,6,(6:19) (Shotgun) M.Schaub pass short left to D.Anderson to JAC 32 for 10 yards (D.Cox).,1,0,1.0,0,3.0,3.0,-11.0,0.2346454591505818,0.10402069030226414,0.001091542656359579,0.15289535314643593,0.3349737541444284,0.004623365123712303,0.1677498354762178,0.0,1,0,1.0,0.0561917921465789
32721,0.0,32.0,834.0,834.0,834.0,13,4,0.0,1,(13:54) J.Hester right guard to CLE 32 for no gain (M.Roth).,0,0,0.0,0,2.0,3.0,20.0,0.03786588984839055,0.08918354067497596,0.0006252744530234224,0.1409278282529002,0.4614728020761894,0.005250678697413857,0.2646739859971066,0.0,0,1,0.0,0.12213984595475891
32726,1.0,31.0,693.0,693.0,693.0,14,4,0.0,3,(11:33) (Shotgun) B.Quinn pass short left to J.Cribbs to SD 25 for 6 yards (K.Burnett).,1,0,1.0,0,3.0,2.0,-20.0,0.06068330089331865,0.0832418332704959,0.0006316830280163773,0.12756687247657428,0.5260147766056534,0.005063936005778146,0.1967975977201632,0.0,1,0,1.0,0.1035184444013009
32761,1.0,46.0,67.0,67.0,67.0,17,4,0.0,10,"(1:07) (No Huddle, Shotgun) B.Quinn pass short middle to E.Moore to SD 33 for 13 yards (S.Cooper).",1,1,1.0,0,3.0,2.0,-10.0,0.6018242617729815,0.05183168745276052,0.0012113529076427931,0.03668046515404369,0.2369930951905911,0.0009918212688980667,0.07046731625308232,0.0,1,0,1.0,0.016700267388592226
32792,0.0,1.0,609.0,1509.0,3309.0,4,1,1.0,1,(10:09) A.Smith pass incomplete short left to D.Walker [L.Milloy].,0,0,1.0,0,1.0,3.0,0.0,0.0008686523092109878,0.03162241861045928,0.0035581596197081845,0.0487379109444446,0.5593354048824337,0.01486167097784999,0.3410157826558933,0.0,1,0,0.0,0.1907422008631341
32802,0.0,33.0,385.0,1285.0,3085.0,6,1,0.0,1,"(6:25) A.Smith pass short left to V.Davis for 33 yards, TOUCHDOWN.",0,0,1.0,0,0.0,3.0,0.0,0.006588354347782127,0.0979461264467424,0.0007079376017126134,0.1572528685811166,0.4591583711955442,0.0056166889997613725,0.2727296528273406,0.0,1,0,1.0,0.12522610316892793
33110,0.0,35.0,218.0,218.0,218.0,22,4,0.0,2,"(3:38) (No Huddle, Shotgun) T.Romo pass deep right to M.Barber to NYG 35 for no gain (A.Ross).",1,1,1.0,0,2.0,3.0,-13.0,0.3332322324402279,0.06824393963513517,0.0005442667876585742,0.10323532879691967,0.3212388729807961,0.0036862849568945256,0.16981907440236813,0.0,1,0,0.0,0.0545524880716587
33291,0.0,76.0,187.0,187.0,187.0,22,4,0.0,2,(3:07) (Shotgun) B.Favre pass short right to S.Rice to MIN 32 for 8 yards (M.Ware).,1,0,1.0,0,2.0,3.0,-20.0,0.4873988601612955,0.1369590621301204,0.00290356664908336,0.1970723624043456,0.03657753496035794,0.002284059784252135,0.13680455391054488,0.0,1,0,1.0,0.005003973353399128
33486,0.0,38.0,36.0,36.0,36.0,25,4,0.0,3,(:36) (Shotgun) J.Flacco sacked at GB 46 for -8 yards (C.Matthews). Yard marker changed due to change of possession.,1,0,1.0,0,0.0,2.0,-13.0,0.5781869003884511,0.038426553990703056,0.0006610308572192838,0.0282306151158204,0.2700419770846333,0.0009198018919733076,0.08353312067119985,0.0,1,0,0.0,0.022557449058100056
33523,0.0,68.0,172.0,1072.0,2872.0,6,1,0.0,1,"(2:52) B.Roethlisberger up the middle to PIT 34 for 2 yards (C.Williams, R.Smith).",0,0,0.0,0,3.0,2.0,-3.0,0.024984756492552225,0.22811260666659786,0.003788186480457929,0.34845247129234924,0.0934339085043556,0.004791930896307664,0.2964361396673796,0.0,0,1,1.0,0.02769718715106632
33645,0.0,39.0,108.0,108.0,108.0,21,4,0.0,6,(1:48) (Shotgun) B.Roethlisberger pass incomplete short right to S.Holmes (D.Bowens).,1,0,1.0,0,1.0,3.0,-7.0,0.5051501391101243,0.04671032760408193,0.0008802539501915133,0.033798969205654734,0.32879039429989165,0.001090196207225377,0.08357971962283046,0.0,1,0,0.0,0.02748020897026482
33781,0.0,30.0,9.0,909.0,909.0,19,3,0.0,7,(:09) (Shotgun) M.Hasselbeck pass short middle to T.Houshmandzadeh to HOU 26 for 4 yards (G.Quin) [B.Cushing].,1,0,1.0,0,3.0,3.0,-26.0,0.02439235640263641,0.08226046913555041,0.0006630520776991733,0.12467421935956473,0.6036216435431492,0.0051745911497723856,0.15921366833162776,0.0,1,0,0.0,0.09610481615287099
33792,0.0,8.0,598.0,598.0,598.0,21,4,1.0,8,(9:58) (Shotgun) M.Hasselbeck pass incomplete short right to T.Houshmandzadeh (B.McCain).,1,0,1.0,0,3.0,3.0,-26.0,0.02441627015153549,0.016261721495959454,9.259657407575207e-05,0.01912441239163623,0.8424278849126987,0.0022798732830295178,0.09539724119106492,0.0,1,0,0.0,0.0803652961230954
33806,0.0,22.0,357.0,357.0,357.0,23,4,0.0,16,(5:57) (Shotgun) M.Hasselbeck pass short right to J.Forsett to HOU 16 for 6 yards (C.Barwin).,1,0,1.0,0,2.0,3.0,-26.0,0.13343424130858575,0.04530055321391719,0.00032389588404027375,0.06654067160592199,0.6603118868508128,0.0035867342104634607,0.09050201692625864,0.0,1,0,0.0,0.05975955756038204
33814,0.0,54.0,235.0,235.0,235.0,25,4,0.0,5,"(3:55) (Shotgun) M.Hasselbeck pass short right to D.Butler to HOU 43 for 11 yards (B.Pollard, B.Cushing).",1,0,1.0,0,2.0,3.0,-26.0,0.4091602950135105,0.11421777492700233,0.0015649407334812591,0.16532573323731234,0.15700819077945025,0.003593655665756697,0.14912940964348634,0.0,1,0,1.0,0.02341453880013129
33818,0.0,35.0,156.0,156.0,156.0,25,4,0.0,2,(2:36) J.Forsett left guard to HOU 34 for 1 yard (D.Ryans).,0,0,0.0,0,2.0,3.0,-26.0,0.3906010796331557,0.06218602707776875,0.000495504092077866,0.09385068803251226,0.2938808667536215,0.0033579855622550424,0.15562784884860872,0.0,0,1,0.0,0.04573604711063073
33856,1.0,1.0,240.0,1140.0,2940.0,5,1,1.0,1,(4:00) M.Cassel sacked at BUF 8 for -7 yards (A.Schobel). M.Vrabel and B.Richardson reported as eligible receivers.,0,0,1.0,0,2.0,3.0,0.0,0.00378429423706049,0.030780751030498214,0.0034448374109538986,0.04678242594673837,0.5573916536778623,0.014438619832969712,0.34337741786391696,0.0,1,0,0.0,0.191395706778803
33889,1.0,40.0,451.0,451.0,2251.0,9,2,0.0,1,(7:31) J.Charles right guard to BUF 38 for 2 yards (N.Harris).,0,0,0.0,0,1.0,2.0,-4.0,0.18374682542746087,0.09958286354225357,0.0008402853430429706,0.1536235282147401,0.3015230891806123,0.004652427621554026,0.2560309806703362,0.0,0,1,1.0,0.07719925221766141
33915,1.0,53.0,4.0,4.0,1804.0,11,2,0.0,15,(:04) (Shotgun) M.Cassel pass incomplete short right to B.Wade [K.Williams].,1,0,1.0,0,0.0,1.0,-7.0,0.7045757128048924,0.05147500182090261,0.0014765108991444539,0.03568841725931265,0.1513373413806379,0.0008071079411773345,0.054639907893933005,0.0,1,0,0.0,0.008269058393950751
33986,1.0,21.0,140.0,140.0,140.0,23,4,0.0,10,(2:20) (Shotgun) M.Cassel pass deep middle intended for C.Chambers INTERCEPTED by J.Byrd at BUF 5. J.Byrd to BUF 23 for 18 yards.,1,0,1.0,0,1.0,2.0,-6.0,0.2684768148465687,0.03667245761800648,0.00024399715709856127,0.05410018137795492,0.5520121561306595,0.002978554342942604,0.08551583852676932,0.0,1,0,0.0,0.04720578240848325
34180,1.0,40.0,717.0,1617.0,3417.0,2,1,0.0,1,"(11:57) S.Morris up the middle to CAR 41 for -1 yards (J.Beason, D.Connor).",0,0,0.0,0,3.0,3.0,0.0,0.002074981635794637,0.12811783873603413,0.0010996349620413944,0.2065655522754309,0.3601653778781521,0.006021642544181079,0.2959549719683658,0.0,0,1,0.0,0.10659273431390438
34337,0.0,85.0,160.0,160.0,160.0,23,4,0.0,20,"(2:40) (Shotgun) M.Moore pass short right to D.Williams to CAR 24 for 9 yards (D.Burgess, B.McGowan).",1,0,1.0,0,2.0,1.0,-10.0,0.5194959912214198,0.15770818380713172,0.0051629733832356545,0.2121552806363559,0.028939361201302825,0.0020523584603877013,0.07448585129016634,0.0,1,0,0.0,0.002155572954872652
34344,1.0,15.0,115.0,115.0,115.0,24,4,0.0,1,"(1:55) M.LeVoir reported in as eligible.  L.Maroney up the middle to CAR 9 for 6 yards (C.Johnson, C.Godfrey).",0,0,0.0,0,1.0,0.0,10.0,0.2800375763439581,0.019175902862299917,0.00017176065320348324,0.014912898643395631,0.5948740970115859,0.000883484429816957,0.08994428005574005,0.0,0,1,1.0,0.05350552237951556
34362,0.0,61.0,562.0,1462.0,3262.0,4,1,0.0,7,(9:22) (Punt formation) B.Smith pass short right to E.Smith to TB 34 for 27 yards (E.Mack). Fake Punt,0,0,1.0,0,3.0,3.0,3.0,0.005241145951175947,0.2333383474336251,0.003972219869257507,0.3480341068360024,0.18854529304849185,0.006054009952487146,0.21481487690896012,0.0,1,0,1.0,0.04050233391797559
34366,0.0,25.0,449.0,1349.0,3149.0,4,1,0.0,1,(7:29) K.Clemens up the middle to TB 23 for 2 yards (B.Ruud).,0,0,0.0,0,3.0,3.0,3.0,0.003969401421920395,0.07020111836697826,0.0004196351910182178,0.1140639033523034,0.5739394431562355,0.005064758104278703,0.2323417404072656,0.0,0,1,1.0,0.13335008911129664
34457,1.0,32.0,423.0,1323.0,1323.0,19,3,0.0,1,(7:03) E.Graham right guard to NYJ 30 for 2 yards (H.Green).,0,0,0.0,0,3.0,3.0,-19.0,0.005503794929623585,0.09445254625103584,0.0006669629595785753,0.1520433570213409,0.4737537559548539,0.005574926417034506,0.2680046564665327,0.0,0,1,1.0,0.1269682126144102
34495,1.0,40.0,424.0,424.0,424.0,24,4,0.0,6,"(7:04) (No Huddle, Shotgun) J.Freeman pass incomplete short right to A.Bryant (D.Revis). Penalty on TB, Illegal Substitution, declined.",1,1,1.0,0,2.0,3.0,-23.0,0.1953924954426116,0.10176977625188716,0.0010188348844883727,0.15019950756632233,0.3759193027785449,0.004791291512145541,0.17090879156400024,0.0,1,0,0.0,0.06424791376346263
34515,1.0,34.0,42.0,42.0,42.0,28,4,0.0,6,(:42) (Shotgun) J.Freeman pass incomplete short left to B.Clark.,1,0,1.0,0,1.0,3.0,-23.0,0.5192708330728294,0.034797687447504694,0.0005814643822958236,0.025266395063549742,0.3491038010444587,0.0009369810550826127,0.07004283793427908,0.0,1,0,0.0,0.02445222095879783
34553,0.0,41.0,110.0,1010.0,2810.0,4,1,0.0,1,(1:50) K.Moreno right tackle to IND 41 for no gain (G.Brackett).,0,0,0.0,0,3.0,3.0,-14.0,0.02377539428956071,0.1261131436209907,0.0010987765686628062,0.19847637813240449,0.3435766283128588,0.0057419516022564464,0.3012177274732661,0.0,0,1,0.0,0.10349137119332634
34571,1.0,34.0,650.0,650.0,2450.0,7,2,0.0,4,(10:50) (Shotgun) P.Manning pass deep right to D.Clark to DEN 12 for 22 yards (B.Dawkins).,1,0,1.0,0,3.0,3.0,14.0,0.07707792903871408,0.0927443537145156,0.0007766087356486197,0.1404134678543304,0.4916226211983997,0.005182528512469861,0.19218249094592169,0.0,1,0,1.0,0.09448125994727175
34603,0.0,45.0,43.0,43.0,1843.0,10,2,0.0,1,(:43) K.Moreno up the middle to IND 45 for no gain (J.Powers).,0,0,0.0,0,2.0,2.0,-14.0,0.6384828904440003,0.04510558338797169,0.000825587911121304,0.03375406056843005,0.17197024448473916,0.0008792120260975794,0.1089824211776398,0.0,0,1,0.0,0.01874173361445753
